prompt,document,summary,pred_answer,score
"Read the following article. Write a brief summary in 3-4 sentences, focusing on the key facts and avoiding repetition. Keep the tone neutral and factual. Output only the summary.","The step may make some important new medicines more affordable in the developing world, by leaving the way clear for generic companies to make cheap copies of GSK's drugs. GSK said it would adopt a graduated approach linked to a country's wealth. It said it would still seek full patent protection in richer nations. The company says the changes it is making should help people who currently cannot afford life saving medicine. In the world's poorest countries, it will allow other companies to make generics or cheaper copies of its medicine. In what it calls lower middle income countries it will continue to file patents but will grant licences to generic manufacturers in exchange for a royalty. Pharmaceutical firms are often criticised for not making their medicines affordable to people in developing countries, but the firms have argued that patenting their products is the only way to ensure research for new treatments can be funded. One exception is HIV/AIDS, where the price of drugs for people in many poor nations who are living with the condition have been drastically reduced. Sufferers of other serious illnesses though, for example, cancer, often cannot afford the drugs to treat them. GSK says changes to the way it patents drugs will make its next generation of cancer drugs more affordable. Recent figures showed GSK's sales rose 2% to £6.29bn in the quarter. However, the company fell to a pre-tax loss of £416m compared with a profit of £531m for the same period in 2014. New treatments for HIV, respiratory conditions and meningitis vaccines had sales of £682m in the quarter.",UK drugs manufacturer GlaxoSmithKline has said it will not file patents for its products in the world's poorest nations.,"{""summary"": ""GlaxoSmithKline (GSK) announced a tiered patent strategy that will allow generic manufacturers to produce cheaper copies of its drugs in the world’s poorest countries, while still seeking full patent protection in wealthier markets. In lower‑middle‑income nations, GSK will file patents but grant licences to generics in exchange for royalties, aiming to make its next‑generation cancer treatments more affordable. The company reported a 2 % rise in quarterly sales to £6.29 bn, yet posted a pre‑tax loss of £416 m compared with a £531 m profit in the same period in 2014, with new treatments for HIV, respiratory conditions and meningitis vaccines generating £682 m in sales.""}",0.6545664072036743
"Read the following article. Write a brief summary in 3-4 sentences, focusing on the key facts and avoiding repetition. Keep the tone neutral and factual. Output only the summary.","The 28-year-old has scored 37 goals in 98 appearances since joining the Lions from non-league Halifax in 2014. ""Lee committing his future to us is a big boost for everybody and a sensible decision from the boy,"" boss Neil Harris told the club website. ""He has played his best football under me and he is a big part of this squad.""","Striker Lee Gregory has signed a new contract with League One side Millwall, which will keep him at The Den until the summer of 2018.","{""summary"": ""Lee, a 28‑year‑old forward, has scored 37 goals in 98 appearances for the Lions since joining from non‑league Halifax in 2014. Manager Neil Harris praised Lee’s commitment, calling it a boost for the club and a sensible decision for the player. Harris noted that Lee has performed best under his guidance and is a key member of the squad. The comments were posted on the club’s website.""}",0.4710640013217926
"Read the following article. Write a brief summary in 3-4 sentences, focusing on the key facts and avoiding repetition. Keep the tone neutral and factual. Output only the summary.","Archie Darby died on 13 October after being attacked by a Staffordshire bull terrier-type dog in Harwich Road, Colchester. Essex Coroner's Court heard the infant died from severe head injuries consistent with a dog attack. His 22-month-old brother Daniel-Jay was left with ""life-changing injuries"". The boys' mother was also hurt. Live: Read more about the hearing and other Essex news The dog was put down with the consent of its owner - the children's aunt - who has been named in reports as 31-year-old Clare Ferdinand, a serving Essex Police officer. Police are not treating the attack as a criminal investigation. During a brief hearing, coroner's officer David Dinnell said: ""Archie Darby was a four-month-old baby being held in his mother's arms when he was taken out of her arms by the family dog and attacked."" The inquest heard an ambulance was called and CPR was attempted but Archie was pronounced dead at the scene at 16:02 BST. Senior Essex Coroner Caroline Beasley-Murray said: ""Please let condolences be expressed to Archie's family at this very dreadful time for them."" A full hearing will take place in December.","A dog that mauled a four-month-old baby to death snatched the boy from his mother's arms, an inquest has heard.","{""summary"": ""Archie Darby, a four‑month‑old baby, died on 13 October after being attacked by a Staffordshire bull terrier‑type dog on Harwich Road, Colchester. The dog was euthanised with the consent of its owner, 31‑year‑old Clare Ferdinand, a serving Essex Police officer, and police are not treating the incident as a criminal investigation. Archie’s 22‑month‑old brother Daniel‑Jay suffered life‑changing injuries and the mother was also hurt. A coroner’s hearing was held, with a full inquest scheduled for December.""}",0.5026445388793945
"Read the following article. Write a brief summary in 3-4 sentences, focusing on the key facts and avoiding repetition. Keep the tone neutral and factual. Output only the summary.","Defeats by Munster, Edinburgh and Ulster were followed by a run of nine wins in 11 Pro12 and European games, including a win against Toulon. Ospreys beat Scarlets 19-9 on Tuesday. ""Hopefully it's just a glitch. We'll see next week if it's a huge step back,"" Owens told BBC Radio Wales. ""We've bounced back well, we didn't have a great start [losing first three games] but we've built momentum. ""We've got some great performances in during the international period and over the last couple of weeks."" Scarlets are fifth in the Pro12 following the Ospreys defeat but Owens is optimistic about their progress this season after a poor start to their league campaign. ""You can't win every game in the season and, as long as we turn up with a huge win against the Blues, then we'll be back in that winning groove again,"" Owens continued. ""You can't go all season winning every game, it's not going to happen, so we will put ourselves in a position now from the start we had."" Scott Williams says Ospreys' kicking game proved vital in the defeat and says they need to look at themselves closely before facing Cardiff Blues on New Year's Day. ""We knew it was going to be close but there were too many mistakes and too many penalties,"" Williams said. ""Our defence has been pretty good the last couple of weeks but you can't be giving penalties away when they've got boys like Dan Biggar and Sam Davies in their team. ""We'll be tough on ourselves now. We've got another derby in four days so we've got to get our heads on for that and make sure we turn up.""",Scarlets captain Ken Owens says they can bounce back from their derby defeat by west Wales rivals Ospreys - just like they recovered from losing their first three games of the season.,"{""summary"": ""The Ospreys secured a 19‑9 victory over the Scarlets, snapping a run of defeats to Munster, Edinburgh and Ulster and following a strong nine‑win streak in 11 Pro12 and European matches that included a win against Toulon.  Coach Rob Owens said the team had bounced back well, noting momentum had built during the international period and expressing optimism about the Scarlets’ progress despite their fifth‑place position in the Pro12.  Scott Williams highlighted the importance of the Ospreys’ kicking game, citing mistakes and penalties that cost them, but praised the defence and urged the squad to tighten up before the upcoming derby against Cardiff Blues on New Year’s Day.""}",0.6617554426193237
"Read the following article. Write a brief summary in 3-4 sentences, focusing on the key facts and avoiding repetition. Keep the tone neutral and factual. Output only the summary.","The blast happened in a cafe in the town of Velez-Malaga at about 17:00 GMT during a local festival. Pictures from the scene show severe damage to the La Bohemia cafe and debris strewn across a street. Local newspaper La Opinion de Malaga said that the chef had raised the alarm moments before the blast. The newspaper also reported (in Spanish) that police cars helped ferry the injured to hospital because the local ambulance service was overwhelmed with casualties. The cause of the blast ""could have been a gas leak,"" the town's mayor, Antonio Moreno Ferrer, told local reporters.","More than 70 people have been injured, four seriously, in an explosion caused by a suspected gas leak near the southern Spanish city of Malaga.","{""summary"": ""A blast struck the La Bohemia café in Velez‑Malaga at about 17:00 GMT during a local festival, causing severe damage and scattering debris across the street. The chef reportedly raised the alarm moments before the explosion, and police vehicles were used to transport injured patrons to hospital because the ambulance service was overwhelmed. Local newspaper La Opinión de Malaga reported the incident, and the town’s mayor, Antonio Moreno Ferrer, suggested the blast could have been caused by a gas leak.""}",0.5165398120880127
"Read the following article. Write a brief summary in 3-4 sentences, focusing on the key facts and avoiding repetition. Keep the tone neutral and factual. Output only the summary.","he 18-year-old, who is the third-youngest player at Euro 2016, signs a five-year deal for an undisclosed fee. On Monday, Dortmund signed Bayern Munich midfielder Sebastian Rode, 25. Last week, they agreed a deal for Barcelona's Spain defender Marc Bartra, 25, after meeting his £6.25m release clause and previously signed Rennes forward Ousmane Dembele, 18. The Rode and Dembele deals were completed for undisclosed fees. Find all the latest football transfers on our dedicated page.",Borussia Dortmund have made FC Nordsjaelland and Turkey winger Emre Mor their fourth summer signing.,"{""summary"": ""Dortmund secured an 18‑year‑old Euro 2016 player on a five‑year contract for an undisclosed fee. The club also signed 25‑year‑old midfielder Sebastian Rode from Bayern Munich and 25‑year‑old defender Marc Bartra from Barcelona, the latter for a £6.25 million release clause. Earlier, Dortmund added 18‑year‑old forward Ousmane Dembele from Rennes, with both Rode’s and Dembele’s fees undisclosed. The club’s transfer activity is highlighted on their dedicated page.""}",0.6112549901008606
"Read the following article. Write a brief summary in 3-4 sentences, focusing on the key facts and avoiding repetition. Keep the tone neutral and factual. Output only the summary.","The Tykes went ahead inside the opening 10 minutes when Roberts converted Conor Hourihane's corner. Fletcher doubled the lead following another Hourihane set-piece, smashing home after an error from Coventry goalkeeper Reice Charles-Cook. Barnsley are now seventh in the table, level on points with Coventry in sixth. Having endured a run of nine successive league defeats earlier this season, the Tykes have lost just once in their last 12 matches. Coventry have now lost two on the spin going into this Saturday's home game with Rochdale, when Barnsley will be at fourth-placed Walsall. Sky Blues boss Tony Mowbray told BBC Coventry & Warwickshire: ""We needed the players to turn up and not enough of them did. My standards are high and they did not do enough all night long. ""Barnsley are a powerful side. Their two centre backs were colossus tonight. They played like men. ""Everyone is down on confidence. The players have been great all season but we need them to get back to the high levels they have shown.""",Marc Roberts and Ashley Fletcher scored either side of half-time to help Barnsley to victory over fellow League One play-off-chasers Coventry City.,"{""summary"": ""Barnsley secured a 2‑0 win over Coventry, with goals from Roberts and Fletcher, and now sit seventh in the league, level on points with sixth‑placed Coventry. The win comes after a difficult stretch of nine consecutive defeats, but the Tykes have lost only once in their last 12 matches. Coventry, meanwhile, have dropped two points on the spin before their upcoming home game against Rochdale, while Barnsley will travel to face fourth‑placed Walsall. Sky Blues manager Tony Mowbray criticised Coventry’s lack of effort, noting that the team’s standards were not met.""}",0.717574417591095
"Read the following article. Write a brief summary in 3-4 sentences, focusing on the key facts and avoiding repetition. Keep the tone neutral and factual. Output only the summary.","Andrew Jones, 34, was convicted of grievous bodily harm and robbery after he left Reg Stocking lying in a pool of blood in West Bromwich. A jury at Wolverhampton Crown Court also found him guilty of a burglary using Mr Stocking's car as a getaway. Jones, of Dingle Street, Sandwell, was remanded into custody to await sentencing on 4 December. He was also found guilty of witness intimidation. Mr Stocking's blue Peugeot 207 was taken outside his home in Chapel Street, West Bromwich. Jones hid before jumping into the car while Mr Stocking opened his driveway gate, said West Midlands Police. Mr Stocking tried to stop Jones but he was hit and dragged by the car which left him in a critical condition with serious head injuries. Jones used the car as a getaway vehicle to steal a TV from a property in Groveland Road, Tipton just hours later. He stored the TV at his ex-partner's flat in Kendrick House saying ""ask no questions and I will tell no lies"". His ex-partner Stacey Johnson, 26, pleaded guilty to handling stolen goods at an earlier hearing and received a 12 month community order and was ordered to pay costs of Â£300. Detective Inspector Pete Rowe, from West Bromwich CID, said of the conviction: ""We hope that this will give some comfort to the family as their loved one continues to recover from his ordeal and injuries.""","A man has been found guilty of a car-jacking attack which left a 78-year-old man wheelchair bound, a court heard.","{""summary"": ""Andrew Jones, 34, was convicted of grievous bodily harm, robbery, burglary and witness intimidation after he left Reg Stocking lying in a pool of blood in West Bromwich and used Stocking’s blue Peugeot 207 as a getaway vehicle. Jones also stole a TV from a property in Tipton and stored it at his ex‑partner’s flat, who later pleaded guilty to handling stolen goods and received a 12‑month community order. Jones was remanded into custody to await sentencing on 4 December. The convictions are intended to provide some reassurance to Stocking’s family as he continues to recover.""}",0.3245001435279846
"Read the following article. Write a brief summary in 3-4 sentences, focusing on the key facts and avoiding repetition. Keep the tone neutral and factual. Output only the summary.","Her Majesty's Inspectorate of Constabulary (HMIC) said the Dyfed-Powys and north Wales forces ""required improvement"". South Wales and Gwent police forces were ranked ""good"". The reviews are part of HMIC's annual inspection of England and Wales' 43 forces. Police and crime commissioner Christopher Salmon said: ""We have more officers investigating the most serious crimes and my Help Hub has increased support for victims. ""There is always more to do but I am confident that Dyfed-Powys is effective and keeping people safe and reducing crime."" Police and crime commissioner Winston Roddick said: ""Over five years North Wales saw a 17.4% cut in crime which is better than the England and Wales average reduction of 12.6%. ""The chief constable accepts, as I do, there is always room for improvement and together we must make sure that the improvements recommended by HMIC are carried out as soon as possible."" Police and crime commissioner Ian Johnston said: ""It is pleasing to hear that all of that hard work has been recognised by HMIC and that the force has been found to be effective at protecting from harm those who are most vulnerable. ""This report is very good news and the challenge now is to build further still on the findings of the inspectors."" Alun Michael, police and crime commissioner, said: ""This report recognises that the priorities set by the chief constable and myself reflect a strong commitment to prevent crime, to support victims and to work in partnership. ""This is set out in our latest Police and Crime Reduction Plan, published last month, which had a strong focus on early intervention and prompt, positive action as well as effective partnership working.""",Two of Wales' four police forces have been told they must improve how they keep people safe and reduce crime.,"{""summary"": ""Her Majesty's Inspectorate of Constabulary (HMIC) rated the Dyfed‑Powys and North Wales police forces as “required improvement”, while South Wales and Gwent were judged “good” in its annual review of 43 English and Welsh forces. Police and crime commissioners highlighted progress, noting increased officer focus on serious crimes, a Help Hub for victims, and a 17.4 % crime reduction in North Wales over five years. Commissioners also stressed the need to implement HMIC recommendations promptly and to build on the forces’ strengths in prevention, victim support and partnership working.""}",0.6928184628486633
"Read the following article. Write a brief summary in 3-4 sentences, focusing on the key facts and avoiding repetition. Keep the tone neutral and factual. Output only the summary.",Residents awoke from a night of colourful fireworks to find the city covered in a thick grey blanket of smog and authorities warned that pollution levels were critically high.,Diwali celebrations in the Indian capital Delhi have seen air pollution rise to hazardous levels after many firecrackers were set off.,"{""summary"": ""Residents woke after a night of fireworks to find the city shrouded in a thick grey smog. The sudden pollution spike followed the celebratory displays. Authorities issued warnings that pollution levels had reached critically high levels. The incident highlights the environmental impact of large-scale fireworks events.""}",0.6304290890693665
