prompt,document,summary,pred_answer,score
"Read the following article. Write a brief, factual summary in 3–4 sentences. Focus on key facts, keep the tone neutral, and do not repeat any information. Do not add any additional text or explanation—just output the summary.","Andrew Jones, 34, was convicted of grievous bodily harm and robbery after he left Reg Stocking lying in a pool of blood in West Bromwich. A jury at Wolverhampton Crown Court also found him guilty of a burglary using Mr Stocking's car as a getaway. Jones, of Dingle Street, Sandwell, was remanded into custody to await sentencing on 4 December. He was also found guilty of witness intimidation. Mr Stocking's blue Peugeot 207 was taken outside his home in Chapel Street, West Bromwich. Jones hid before jumping into the car while Mr Stocking opened his driveway gate, said West Midlands Police. Mr Stocking tried to stop Jones but he was hit and dragged by the car which left him in a critical condition with serious head injuries. Jones used the car as a getaway vehicle to steal a TV from a property in Groveland Road, Tipton just hours later. He stored the TV at his ex-partner's flat in Kendrick House saying ""ask no questions and I will tell no lies"". His ex-partner Stacey Johnson, 26, pleaded guilty to handling stolen goods at an earlier hearing and received a 12 month community order and was ordered to pay costs of Â£300. Detective Inspector Pete Rowe, from West Bromwich CID, said of the conviction: ""We hope that this will give some comfort to the family as their loved one continues to recover from his ordeal and injuries.""","A man has been found guilty of a car-jacking attack which left a 78-year-old man wheelchair bound, a court heard.","{""summary"": ""Andrew Jones, 34, was convicted of grievous bodily harm, robbery, burglary and witness intimidation after he left Reg Stocking in a pool of blood in West Bromwich and used Stocking’s car to flee. Jones also stole a TV from a property in Tipton and stored it at his ex‑partner’s flat, where Stacey Johnson later pleaded guilty to handling stolen goods and received a 12‑month community order and a £300 cost order. Jones was remanded into custody to await sentencing on 4 December. West Midlands Police said the conviction should provide some comfort to Stocking’s family as he continues to recover.""}",0.3273895680904388
"Read the following article. Write a brief, factual summary in 3–4 sentences. Focus on key facts, keep the tone neutral, and do not repeat any information. Do not add any additional text or explanation—just output the summary.","Archie Darby died on 13 October after being attacked by a Staffordshire bull terrier-type dog in Harwich Road, Colchester. Essex Coroner's Court heard the infant died from severe head injuries consistent with a dog attack. His 22-month-old brother Daniel-Jay was left with ""life-changing injuries"". The boys' mother was also hurt. Live: Read more about the hearing and other Essex news The dog was put down with the consent of its owner - the children's aunt - who has been named in reports as 31-year-old Clare Ferdinand, a serving Essex Police officer. Police are not treating the attack as a criminal investigation. During a brief hearing, coroner's officer David Dinnell said: ""Archie Darby was a four-month-old baby being held in his mother's arms when he was taken out of her arms by the family dog and attacked."" The inquest heard an ambulance was called and CPR was attempted but Archie was pronounced dead at the scene at 16:02 BST. Senior Essex Coroner Caroline Beasley-Murray said: ""Please let condolences be expressed to Archie's family at this very dreadful time for them."" A full hearing will take place in December.","A dog that mauled a four-month-old baby to death snatched the boy from his mother's arms, an inquest has heard.","{""summary"": ""Archie Darby, a four‑month‑old infant, died on 13 October after being attacked by a Staffordshire bull terrier‑type dog on Harwich Road, Colchester. The coroner found severe head injuries consistent with a dog attack; his 22‑month‑old brother Daniel‑Jay suffered life‑changing injuries and the mother was also hurt. The dog was euthanised with the consent of its owner, 31‑year‑old Clare Ferdinand, a serving Essex Police officer, and police are not treating the incident as a criminal investigation. A full inquest will be held in December following a brief hearing where coroner’s officer David Dinnell described the circumstances.""}",0.4936529994010925
"Read the following article. Write a brief, factual summary in 3–4 sentences. Focus on key facts, keep the tone neutral, and do not repeat any information. Do not add any additional text or explanation—just output the summary.","Berahino, 22, had said he would not play under Albion chairman Jeremy Peace again after the club rejected two deadline-day offers from Tottenham. But he made his first start since at Villa, poking home a first-half strike. ""It's over now. As a club we move on and he's a very good player,"" Pulis said after the game. ""This game was made for Saido. He's not played a lot of football and looked tired as the game went on, but he was desperate to play and he has the quality that we want and need. ""Everyone makes mistakes - in a few years' time he will look back on the situation and think he should have done better."" England Under-21s forward Berahino returned to the Baggies squad last week after a three-game absence, coming off the bench in the 0-0 draw with Southampton.",West Brom manager Tony Pulis says they have moved on from Saido Berahino's threat to strike after he scored the only goal in their win at Aston Villa.,"{""summary"": ""Berahino, 22, had previously declared he would not play under Albion chairman Jeremy Peace after the club rejected two deadline‑day offers from Tottenham. He returned to the squad, started his first game since leaving Villa, and scored a first‑half goal. Manager Pulis praised the player and said the club moves on. Berahino had missed three games and came off the bench in a 0‑0 draw with Southampton.""}",0.5586071014404297
"Read the following article. Write a brief, factual summary in 3–4 sentences. Focus on key facts, keep the tone neutral, and do not repeat any information. Do not add any additional text or explanation—just output the summary.","he 18-year-old, who is the third-youngest player at Euro 2016, signs a five-year deal for an undisclosed fee. On Monday, Dortmund signed Bayern Munich midfielder Sebastian Rode, 25. Last week, they agreed a deal for Barcelona's Spain defender Marc Bartra, 25, after meeting his £6.25m release clause and previously signed Rennes forward Ousmane Dembele, 18. The Rode and Dembele deals were completed for undisclosed fees. Find all the latest football transfers on our dedicated page.",Borussia Dortmund have made FC Nordsjaelland and Turkey winger Emre Mor their fourth summer signing.,"{""summary"": ""An 18‑year‑old, the third‑youngest player at Euro 2016, has signed a five‑year contract with an undisclosed fee. Dortmund added 25‑year‑old Bayern Munich midfielder Sebastian Rode, and also secured 25‑year‑old Barcelona defender Marc Bartra after triggering his £6.25 million release clause. The club previously signed 18‑year‑old Rennes forward Ousmane Dembele, with both the Rode and Dembele transfers completed for undisclosed fees. The article directs readers to a dedicated page for further transfer updates.""}",0.5411904454231262
"Read the following article. Write a brief, factual summary in 3–4 sentences. Focus on key facts, keep the tone neutral, and do not repeat any information. Do not add any additional text or explanation—just output the summary.","The step may make some important new medicines more affordable in the developing world, by leaving the way clear for generic companies to make cheap copies of GSK's drugs. GSK said it would adopt a graduated approach linked to a country's wealth. It said it would still seek full patent protection in richer nations. The company says the changes it is making should help people who currently cannot afford life saving medicine. In the world's poorest countries, it will allow other companies to make generics or cheaper copies of its medicine. In what it calls lower middle income countries it will continue to file patents but will grant licences to generic manufacturers in exchange for a royalty. Pharmaceutical firms are often criticised for not making their medicines affordable to people in developing countries, but the firms have argued that patenting their products is the only way to ensure research for new treatments can be funded. One exception is HIV/AIDS, where the price of drugs for people in many poor nations who are living with the condition have been drastically reduced. Sufferers of other serious illnesses though, for example, cancer, often cannot afford the drugs to treat them. GSK says changes to the way it patents drugs will make its next generation of cancer drugs more affordable. Recent figures showed GSK's sales rose 2% to £6.29bn in the quarter. However, the company fell to a pre-tax loss of £416m compared with a profit of £531m for the same period in 2014. New treatments for HIV, respiratory conditions and meningitis vaccines had sales of £682m in the quarter.",UK drugs manufacturer GlaxoSmithKline has said it will not file patents for its products in the world's poorest nations.,"{""summary"": ""GSK announced a graduated patent strategy that will permit generic production of its drugs in the world's poorest countries, license them in lower middle‑income countries for a royalty, and maintain full patent protection in wealthier markets. The company says the change will make its next‑generation cancer drugs more affordable in developing regions. In the latest quarter, GSK's sales increased 2 % to £6.29 billion, but the firm reported a pre‑tax loss of £416 million, compared with a £531 million profit in the same period in 2014. Sales of new HIV, respiratory, and meningitis vaccine treatments reached £682 million during the quarter.""}",0.5848314762115479
"Read the following article. Write a brief, factual summary in 3–4 sentences. Focus on key facts, keep the tone neutral, and do not repeat any information. Do not add any additional text or explanation—just output the summary.","Defeats by Munster, Edinburgh and Ulster were followed by a run of nine wins in 11 Pro12 and European games, including a win against Toulon. Ospreys beat Scarlets 19-9 on Tuesday. ""Hopefully it's just a glitch. We'll see next week if it's a huge step back,"" Owens told BBC Radio Wales. ""We've bounced back well, we didn't have a great start [losing first three games] but we've built momentum. ""We've got some great performances in during the international period and over the last couple of weeks."" Scarlets are fifth in the Pro12 following the Ospreys defeat but Owens is optimistic about their progress this season after a poor start to their league campaign. ""You can't win every game in the season and, as long as we turn up with a huge win against the Blues, then we'll be back in that winning groove again,"" Owens continued. ""You can't go all season winning every game, it's not going to happen, so we will put ourselves in a position now from the start we had."" Scott Williams says Ospreys' kicking game proved vital in the defeat and says they need to look at themselves closely before facing Cardiff Blues on New Year's Day. ""We knew it was going to be close but there were too many mistakes and too many penalties,"" Williams said. ""Our defence has been pretty good the last couple of weeks but you can't be giving penalties away when they've got boys like Dan Biggar and Sam Davies in their team. ""We'll be tough on ourselves now. We've got another derby in four days so we've got to get our heads on for that and make sure we turn up.""",Scarlets captain Ken Owens says they can bounce back from their derby defeat by west Wales rivals Ospreys - just like they recovered from losing their first three games of the season.,"{""summary"": ""Ospreys secured a 19‑9 victory over Scarlets, extending a run of nine wins in 11 Pro12 and European matches after earlier defeats to Munster, Edinburgh and Ulster. The win keeps Scarlets in fifth place in the Pro12 standings. Ospreys head into a New Year’s Day clash with Cardiff Blues, with a derby scheduled in four days, and coach Owens remains optimistic about the team's progress. Scott Williams highlighted the importance of the kicking game and the need to reduce penalties ahead of the upcoming fixtures.""}",0.6133568286895752
"Read the following article. Write a brief, factual summary in 3–4 sentences. Focus on key facts, keep the tone neutral, and do not repeat any information. Do not add any additional text or explanation—just output the summary.","The move reunites the 21-year-old with former boss David Moyes, as well as ex-team-mates Donald Love and Paddy McNair who joined for a £5.5m fee this week. Belgium international Januzaj had asked to leave Old Trafford on a permanent transfer but United preferred a loan. He has scored five goals in 63 appearances for the club and is under contract until the summer of 2018. Januzaj spent four months on loan to Bundesliga side Borussia Dortmund last season, but played only 12 games before returning to his parent club. United boss Jose Mourinho said of the switch: ""He fits in my plans. That is why he is on loan at a Premier League club ""If he doesn't fit in my plans, I don't care where he is going, I just send him to Borussia Dortmund where he didn't play one match. He is talented.""",Manchester United winger Adnan Januzaj has joined fellow Premier League side Sunderland on a season-long loan.,"{""summary"": ""Belgium international Januzaj has joined a Premier League club on loan, reuniting with former manager David Moyes and teammates Donald Love and Paddy McNair, who were signed for £5.5 million this week. The 21‑year‑old scored five goals in 63 appearances for Manchester United and is contracted until the summer of 2018. He spent the previous season on a four‑month loan at Borussia Dortmund, playing only 12 matches before returning to United. Manager Jose Mourinho said the loan fits his plans and praised Januzaj’s talent, noting he would be sent elsewhere if he did not fit.""}",0.7357062101364136
"Read the following article. Write a brief, factual summary in 3–4 sentences. Focus on key facts, keep the tone neutral, and do not repeat any information. Do not add any additional text or explanation—just output the summary.","The 30-year-old joined Wanderers for a second loan stint in January from Cardiff City and helped the club to promotion from League One. He was out of contract at Cardiff this summer and moves on a free transfer. ""It's not going to be a shock that I've signed and it's been a long time coming,"" he told the club website. ""Bolton is my spiritual home at the moment and I'm really looking forward to putting in a lot of hard work and get going."" Find all the latest football transfers on our dedicated page.",Bolton Wanderers have completed the permanent signing of striker Adam Le Fondre on a two-year deal after his loan spell last season.,"{""summary"": ""A 30‑year‑old midfielder joined Wanderers on a second loan stint in January from Cardiff City and contributed to the club’s promotion from League One. He was out of contract with Cardiff this summer and has moved to Bolton on a free transfer. In a statement, he said the signing was expected and that Bolton feels like a “spiritual home.” He expressed enthusiasm about working hard and starting his tenure with the club.""}",0.532225489616394
"Read the following article. Write a brief, factual summary in 3–4 sentences. Focus on key facts, keep the tone neutral, and do not repeat any information. Do not add any additional text or explanation—just output the summary.","The 28-year-old has scored 37 goals in 98 appearances since joining the Lions from non-league Halifax in 2014. ""Lee committing his future to us is a big boost for everybody and a sensible decision from the boy,"" boss Neil Harris told the club website. ""He has played his best football under me and he is a big part of this squad.""","Striker Lee Gregory has signed a new contract with League One side Millwall, which will keep him at The Den until the summer of 2018.","{""summary"": ""The 28‑year‑old has scored 37 goals in 98 appearances for the Lions since joining from non‑league Halifax in 2014. Manager Neil Harris praised his commitment, calling it a boost for the team. Harris noted that the player has performed best under his guidance and is a key member of the squad.""}",0.2832767367362976
"Read the following article. Write a brief, factual summary in 3–4 sentences. Focus on key facts, keep the tone neutral, and do not repeat any information. Do not add any additional text or explanation—just output the summary.","Scientists and charities say the human papilloma virus (HPV) jab will protect them from head and neck cancers. HPV is sexually transmitted and girls aged 12 and 13 receive the vaccine to protect them against cervical cancer. The Welsh government said it is waiting for advice from the Joint Committee on Vaccination and Immunisation. Charities including Tenovus Cancer Care and organisations such as BMA Cymru and Cardiff University's HPV research team will deliver a letter to the Welsh government on Monday calling for the vaccination to be rolled out. They told BBC Radio Wales' Eye on Wales programme the number of head and neck cancer cases are increasing. Dr Mererid Evans, consultant oncologist at Velindre Hospital in Cardiff, said: ""I've seen a difference in demographics over the last ten years. ""These are younger people with families, and three-quarters of those affected are men. The average age is 55 and most are non-smokers."" Jon Antoniazzi, from Tenovus Cancer Care, added: ""HPV causes 5% of the global cancer burden. ""What the Welsh government could be doing right now is taking a progressive step to stem the tide of these cancers, and show that it really takes the public health of its citizens seriously. ""We urge them to diverge from central thinking and vaccinate boys now."" In 2008, a vaccination programme was rolled out in schools and 85% of girls in Wales have been vaccinated. The Welsh government said: ""We will await the committee's recommendations and will consider the implications for Wales of any proposed changes to the HPV vaccination programme.""","Boys should receive a cancer vaccine - already given to young girls - to stop them developing strains of the disease, experts have said.","{""summary"": ""Scientists and charities claim the HPV vaccine will protect against head and neck cancers, and a letter from Tenovus Cancer Care, BMA Cymru and Cardiff University will be sent to the Welsh government urging the rollout of vaccination to boys. The Welsh government is awaiting advice from the Joint Committee on Vaccination and Immunisation before deciding on any changes to the programme. Head and neck cancer cases are rising, with most patients being men, averaging 55 years old and largely non‑smokers, according to consultant oncologist Dr Mererid Evans. Since 2008, 85% of girls in Wales have been vaccinated, and the government will consider the committee’s recommendations and the implications of any proposed changes.""}",0.6270907521247864
